geneid,importance
8884,0.00540433973021382
7077,0.004895457122928713
7105,0.004422459454404403
30008,0.004419732788946398
430,0.004270252108459552
9945,0.00401272569958405
81786,0.003922768325640884
5396,0.003909371266457538
2191,0.0038638642893542973
128486,0.0037922435217735613
6695,0.003756374782065961
6423,0.0036828020984263324
1846,0.003657418072961088
84617,0.003601648541000508
10551,0.003597589572092719
151887,0.0035735924973667914
79083,0.0035385072798891897
2619,0.003536807666376645
90993,0.003511079582092927
23509,0.003460843279444947
83998,0.003383099549823287
28951,0.003382579400003889
25927,0.0033350398861163497
1634,0.0032887985746627153
122786,0.0032560034673153005
22919,0.0032063953415365524
715,0.0032036097794382874
7020,0.0031537885921195685
2260,0.003099314963602826
23475,0.003086539364510981
1292,0.003069901317868199
54894,0.002980048515904811
8857,0.002930493155480637
54587,0.0029273281640089647
1809,0.002882964436920673
57477,0.0028590116724162454
84624,0.002788596263176381
5874,0.002774344756693539
7125,0.002768479993857373
11031,0.0027520335311603168
6678,0.0027310725529178883
8904,0.0026913362557121692
10160,0.0026796480943361385
55076,0.0026460943286025244
5654,0.0026204024201758004
284119,0.002597581251765406
710,0.0025929324353741743
5509,0.002592415943084362
633,0.002591959787995917
10079,0.002579383183042063
716,0.002548064963596157
11083,0.0025413492318457644
5549,0.0025247373013121506
1290,0.0025079765094739373
6876,0.00250535741506513
192134,0.0024744699421041343
4935,0.0024638259431135705
112858,0.0024541024370798984
8813,0.002452744942654484
154810,0.00244091672613286
1545,0.0023879205890966885
1842,0.0023810408465129063
1056,0.002375085652490541
144165,0.0023691665764112896
4921,0.0023642558577035198
23414,0.002315080918584458
84666,0.002310628481880796
8313,0.0023024861202470856
54796,0.002292429581867619
91653,0.0022644979071934656
50636,0.00225747324913
9902,0.0022055452897364225
25803,0.002200084598087191
5732,0.002199662442683428
143903,0.00217636605167
10979,0.0021204093402121017
51177,0.0021039340870132677
800,0.002090509236059012
2786,0.002067946935005586
10564,0.002063505361418541
9935,0.0020455165790698357
4286,0.002009319648177031
8480,0.0019993990862216147
5376,0.0019954354808482833
253827,0.001983575294894651
10451,0.0019670077304593954
25837,0.0019662098172944166
58490,0.0019368299694245948
10278,0.001928822540907586
7298,0.0019098834444500874
3075,0.0018979584308247183
2200,0.001897662854720787
128869,0.0018614442216632564
80150,0.0018552469076676967
84525,0.0018386406728835528
84898,0.0018258439490908814
57608,0.001823593570146302
22873,0.0018225882900811765
1992,0.0018134688762916468
2069,0.001806675310921428
1510,0.00180637631648447
55251,0.0017972708175270735
1410,0.0017860247515276303
8675,0.001785475022723167
7058,0.0017842024564284473
115908,0.001781391894294572
6947,0.0017778072037967845
27290,0.001770333318354962
23022,0.0017671392084568967
2737,0.0017246671336433846
1278,0.0016837101267271266
22808,0.0016801246583017897
6789,0.0016588496381422437
165,0.001631345927331001
5176,0.0016125638220207672
10398,0.0015897568301811735
604,0.001580486951888715
9037,0.0015777007032342976
4151,0.0015609098529926436
84168,0.0015604497694110592
4583,0.0015387914571010448
81617,0.001517634633795696
118788,0.0014920072823760625
4131,0.0014833970610676267
51012,0.0014765002582755814
23394,0.0014743549993871804
55013,0.0014692203284100592
10457,0.001450773161264719
79745,0.0014413297600721331
55808,0.0014343033443834927
1293,0.0014139047528829178
201501,0.0014093005211485111
1820,0.0013820758898756714
4256,0.0013811717812610628
25903,0.0013810604045243207
2192,0.001371558314681981
143458,0.0013531639796801574
23194,0.0013405050837567087
27295,0.0013333249274467024
3956,0.0013260719048722534
1612,0.0013251898761321625
30846,0.0013230122465687946
10000,0.0013076023494875495
4675,0.0012891496865135694
8829,0.0012855784945293778
140688,0.001274463276072707
85407,0.0012608151712883672
6424,0.0012591900255812122
284252,0.001253481922890774
10753,0.0012453396244971801
4016,0.001244382121150965
53826,0.0012354499708271429
4313,0.0012318143935567088
51098,0.0012306411373032096
4211,0.0012016790309317274
6925,0.001195341480800311
147906,0.0011821038541590973
6185,0.0011807833603032921
25925,0.0011783063001261148
8877,0.001171350385011942
3671,0.0011681623551229572
283,0.001165352913672398
10437,0.0011594505273915554
123920,0.001158943535784435
8543,0.0011547876676121164
25937,0.0011533468833715545
59,0.0011486670414259108
57211,0.0011452718373388758
56937,0.0011404012297649266
11037,0.0011398579375873944
9353,0.0011389204195413575
1295,0.0011360719033179866
3223,0.0011350891286748524
157313,0.0011350856540694133
55872,0.0011306258343252453
54829,0.0011268035289873936
1281,0.0011267652012840659
7130,0.0011260436393527218
10955,0.0011260410822679608
222171,0.0011200593935867542
26290,0.0011192223901963594
23314,0.0011157710489016442
10578,0.0011092960471046419
7070,0.0011070006732176831
166336,0.00110046848205188
7850,0.0010904121777982158
83700,0.001084226200013355
1009,0.001077922683212684
1346,0.0010735383137258762
51226,0.0010723095644472212
253012,0.001070769607950563
586,0.0010652626141399635
10953,0.001053152729523379
79183,0.0010523784634219218
3142,0.0010509221203263768
118471,0.001033352894229269
8856,0.0010203155806092217
91624,0.00101823700543474
79776,0.0010159792447032075
3692,0.0010084099199779803
81035,0.0010047288184991106
360,0.001003281170101429
7325,0.0009886820654402848
5010,0.00098591676913404
1045,0.0009817668141003156
9760,0.0009690989986702358
2207,0.0009629965152081104
2908,0.000960656934290266
5587,0.0009533486591334048
2202,0.0009506726654117933
3554,0.0009484019386228383
2212,0.000941711716553867
1890,0.0009409356359635167
10808,0.0009359462498591544
2530,0.0009309858930236636
57168,0.0009292538043931623
115362,0.0009218200265012239
10673,0.0009190488938396557
4060,0.0009187788168996333
781,0.0009173603390631083
128346,0.0009149117740705087
56034,0.0009101998760629066
8836,0.0009094252215876281
7145,0.0008995553965137904
60436,0.0008960834145615881
51655,0.0008960560626776406
4212,0.0008942896867209895
84189,0.0008938587063458812
5740,0.0008900170294375254
18,0.0008887346013319657
1687,0.0008831656391051358
150209,0.0008794409437618528
1179,0.0008790278500581732
195814,0.0008756275099812523
5920,0.0008693113146512203
84868,0.0008686649536850342
23604,0.0008648166862762386
135228,0.0008611507337220878
4502,0.0008594699610533546
1000,0.0008550443172476119
1434,0.0008537725241900278
23213,0.000850810894281393
113246,0.0008505694642954911
92211,0.0008505578949882056
6935,0.000846016945695326
2213,0.0008445661576293183
83468,0.0008431777624508239
7227,0.0008427259608800674
8777,0.0008412559215447892
5265,0.0008385347203455835
9590,0.0008356981838044485
2995,0.0008341480840871833
55704,0.0008326808541350748
131177,0.0008275662849066148
22824,0.000827014634096135
80704,0.000826349195573218
3678,0.00082105704144504
8483,0.0008131294396084447
8840,0.0008047645766656758
64772,0.000803310718496323
10409,0.0008011181233116797
8894,0.0007949215605007474
3775,0.0007947641355497149
2686,0.0007919252040913499
1555,0.0007885505627010653
8639,0.0007828939741567459
11012,0.0007818187876616808
3383,0.0007762681402862104
11326,0.0007745551696393112
8828,0.0007732781348383629
23111,0.0007729256051472567
83992,0.000770822401878439
29974,0.0007658091731872779
493869,0.0007651055837754559
8682,0.0007610457503389548
